project_id,project_name,notice_type,notice_no,data_source,record_id,bid_reference_no,contract_url,country,year_awarded,date_awarded,awarded_date,sector,sector_reclassify,project_type,procurement_channel,funding_source,financing_linked_to_bid,financing_source_chinese,contract_value_usd,contract_currency,contract_amount,contract_duration_original_unit,contract_duration_original,contract_duration_days,winning_firm_name,winning_firm_name_zh,winning_firm_code,winning_firm_country,winning_firm_is_chinese,winning_firm_is_soe,joint_venture,firm_registered_locally
SU-L1055,Consolidating a Sustainable Energy Sector,,SU-L1055-P00039-C01,IDB,,,,SURINAME,2023,2023-04-07,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,869286.27,,,,,,"Sino Soar Hybrid (Beijing) Technology Co.,Ltd.",中翔混合动力（北京）科技有限公司,CN,CHINA,1,0,0,
BO-L1190,Electricity Infrastructure Expansion Program,,BO-L1190-P00071-C01,IDB,,,,BOLIVIA,2025,2025-10-10,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,1048109.0,,,,,,"JIANGSU SHUANGHUI POWER DEVELOPMENT CO.,LTD.",江苏双汇电力发展有限公司,CN,CHINA,1,1,0,
PN-L1154,Comprehensive urban urban development program with tourist vocations,,PN-L1154-P0049-C02,IDB,,,,PANAMA,2025,2025-04-07,,URBAN LAND PLANNING AND MANAGEMENT,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,1399300.0,,,,,,"YUTONG  BUS CO., LTD",宇通客车股份有限公司,CN,CHINA,1,0,0,
SU-L1055,Consolidating a Sustainable Energy Sector,,SU-L1055-P00038-C01,IDB,,,,SURINAME,2022,2022-11-23,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,1778860.86,,,,,,"Sino Soar Hybrid (Beijing) Technology Co.,Ltd.",中翔混合动力（北京）科技有限公司,CN,CHINA,1,0,0,
BA-L1012,Deployment of Cleaner Fuels and Renewable Energies in Barbados,,BA-L1012-P00017-C01,IDB,,,,BARBADOS,2025,2025-01-30,,ENERGY SECTOR REHABILITATION AND EFFICIENCY,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,2351703.3,,,,,,INSTEC-Sino Soar Consortium,中国科学院战略研究联合体,CN,CHINA,1,1,0,
SU-L1055,Consolidating a Sustainable Energy Sector,,SU-L1055-P00036-C02,IDB,,,,SURINAME,2023,2023-09-26,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,2548146.0,,,,,,Power China Jhianxi electric power contruction co. Ltd.,国家电网有限公司江西分公司,CN,CHINA,1,1,0,
SU-L1046,Paramaribo Urban Rehabilitation Program,,SUA0332,IDB,,,,SURINAME,2019,2019-10-07,,URBAN REHABILITATION AND HERITAGE,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,3409251.0,,,,,,THE 23RD METALLURGICAL CO,中国冶金建设有限公司,CN,CHINA,1,1,0,
TT-L1055,Trinidad and Tobago National Water Sector Transformation Program,,TT-L1055-P00092-C01,IDB,,,,TRINIDAD AND TOBAGO,2025,2025-01-31,,WATER SUPPLY URBAN,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,FI,,,5870462.39,,,,,,SINOHYDRO Corporation Limited,中国水电有限公司,CN,CHINA,1,1,0,
EC-L1223,Support for the Advancement of the Energy Matrix Transition in Ecuador,,ECA2876,IDB,,,,ECUADOR,2021,2021-05-18,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,6024168.0,,,,,,HENAN DINGLI POWER EQUIPM,河南鼎力动力设备有限公司,CN,CHINA,1,0,0,
EC-L1223,Support for the Advancement of the Energy Matrix Transition in Ecuador,,ECA2877,IDB,,,,ECUADOR,2021,2021-05-18,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,7261436.0,,,,,,HENAN DINGLI POWER EQUIPM,河南鼎力动力设备有限公司,CN,CHINA,1,0,0,
BO-L1190,Electricity Infrastructure Expansion Program,,BO-L1190-P00019-C01,IDB,,,,BOLIVIA,2024,2024-11-01,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,7725322.86,,,,,,TBEA SHANDONG LUNENG TAISHAN CABLE CO. LTD,特变电工山东鲁能泰山电缆有限公司,CN,CHINA,1,0,0,
SU-L1052,Sustainable Agricultural Productivity Program,,SU-L1052-P00002-C01,IDB,,,,SURINAME,2024,2024-09-06,,IRRIGATION AND DRAINAGE,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,FI,,,7789273.23,,,,,,Power China Jhianxi electric power contruction co. Ltd.,国家电网有限公司江西分公司,CN,CHINA,1,1,0,
PE-L1239,Improving Tax and Customs Revenue Collection Services Through Digital Transformation,,PEA7986,IDB,,,,PERU,2022,2022-03-14,,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,Digital Economy & ICT,Loan Operation,International Competitive Bidding,prism_goods,,,7900000.0,,,,,,NUCTECH COMPANY LIMITED,同方威视股份有限公司,CN,CHINA,1,0,0,
BO-L1190,Electricity Infrastructure Expansion Program,,BO-L1190-P00042-C01,IDB,,,,BOLIVIA,2024,2024-08-23,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,FI,,,8309935.75,,,,,,PINGGAO GROUP INTERNATIONAL ENGINEERING CO. LTD.,平高集团国际工程有限公司,CN,CHINA,1,1,0,
SU-L1054,Health Services Improvement Project,,SUA2213,IDB,,,,SURINAME,2023,2023-08-16,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,,prism_cons,,,12845260.0,,,,,,THE 23RD METALLURGICAL CONSTRUCTION GROUP,第二十三冶金建设集团公司,CN,CHINA,1,1,0,
EC-L1257,Sustainable Management of Underground Resources and Associated Infrastructure,,ECA2895,IDB,,,,ECUADOR,2023,2023-12-27,,NEW OIL AND GAS AND EXTRACTIVE INDUSTRIES,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,13300000.0,,,,,,AVIC INT HOLDING CORP,中航国际控股股份有限公司,CN,CHINA,1,1,0,
EC-L1223,Support for the Advancement of the Energy Matrix Transition in Ecuador,,ECA2875,IDB,,,,ECUADOR,2021,2021-05-18,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,13782973.0,,,,,,CONSORCIOS LONGFOR,财团渴望,CN,CHINA,1,0,0,
SU-L1057,Improving Transport Logistics and Competitiveness in Suriname,,SU-L1057-P00036-C01,IDB,,,,SURINAME,2023,2023-11-16,,PORT INFRASTRUCTURE,"Industry, Trade & Finance",Loan Operation,International Competitive Bidding,FI,,,16689701.44,,,,,,Joint Venture: China Road and Bridge Corporation & Kuldipsingh Infra NV,中国路桥工程有限责任公司与库迪普辛格基础设施公司合资,CN,CHINA,1,1,0,
GY-L1080,Health Care Network Strengthening in Guyana,,GYB1390,IDB,,,,GUYANA,2024,2024-12-17,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,National Competive Bidding,prism_goods,,,21269051.0,,,,,,PCI-SINOPHARMINTL CONSORT,中国医药集团国际联合体,CN,CHINA,1,1,0,
GY-G1007,Guyana Utility Scale Solar Photovoltaic Program (Guysol),,GY-G1007-P00003-C01,IDB,,,,GUYANA,2025,2025-05-21,,ENERGY EFFICIENCY AND RENEWABLE ENERGY IN END USE,Infrastructure & Energy,Investment Grants,International Competitive Bidding,FI,,,22588888.0,,,,,,Joint Venture of SUMEC Complete Equipment & Engineering Co. Ltd and XJ Group Corporation,苏梅达集团与新晶集团合资,CN,CHINA,1,1,0,
GY-L1080,Health Care Network Strengthening in Guyana,,GYB1389,IDB,,,,GUYANA,2024,2024-12-17,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,National Competive Bidding,prism_goods,,,27429307.0,,,,,,PCI-SINOPHARMINTL CONSORT,中国医药集团国际联合体,CN,CHINA,1,1,0,
GY-L1080,Health Care Network Strengthening in Guyana,,GYB1383,IDB,,,,GUYANA,2024,2024-11-05,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,National Competive Bidding,prism_goods,,,31099200.0,,,,,,CMEC - SINOPHARMINTL CONS,中国机械工程-国药国际联合体,CN,CHINA,1,1,0,
JA-L1049,Support for the Health Systems Strengthening for the Prevention and Care Management of Non-Communicable Diseases Programme,,JA-L1049-P61395-C01,IDB,,,,JAMAICA,2024,2024-01-16,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,International Competitive Bidding,FI,,,35182672.02,,,,,,Jiangsu Zhenhuai Construction Group Co. Ltd,江苏振淮建设集团有限公司,CN,CHINA,1,1,0,
GY-G1007,Guyana Utility Scale Solar Photovoltaic Program (Guysol),,GYB1353,IDB,,,,GUYANA,2024,2024-03-26,,ENERGY EFFICIENCY AND RENEWABLE ENERGY IN END USE,Infrastructure & Energy,Investment Grants,International Competitive Bidding,prism_goods,,,37794412.0,,,,,,SUMEC COMPLETE EQUIPMENT,苏梅达集团股份有限公司,CN,CHINA,1,1,0,
GY-L1031,Road Network Upgrade and Expansion Program,,GYB1008,IDB,,,,GUYANA,2017,2017-12-11,,TRANSPORT,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,38198002.0,,,,,,SINOHYDRO CORPORATION LTD,中国水电股份有限公司,CN,CHINA,1,1,0,
GY-L1081,Program to Support Climate Resilient Road Infrastructure Development,,GYA0660,IDB,,,,GUYANA,2024,2024-02-22,,MAJOR HIGHWAYS,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,75887908.0,,,,,,CHINA ROAD AND BRIDGE COR,中国路桥工程有限责任公司,CN,CHINA,1,1,0,
BO-L1080,Multipurpose Water Supply and Irrigation Program For the Municipios of Batallas,,BOA6446,IDB,,,,BOLIVIA,2018,2018-06-04,,WATER SUPPLY RURAL AND PERI-URBAN,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,prism_goods,,,110236342.0,,,,,,ASOCC ACCID S&Z,ASOCC ACCID S&Z,CN,CHINA,1,0,0,
BO-L1080,Multipurpose Water Supply and Irrigation Program For the Municipios of Batallas,,BO-L1080-P00275-C01,IDB,,,,BOLIVIA,2018,2018-06-04,,WATER SUPPLY RURAL AND PERI-URBAN,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,FI,,,111229863.79,,,,,,ASOCIACION ACCIDENTAL S&Z,萨斯万德兹公司联合体,CN,CHINA,1,0,0,
BO-L1117,Rural Electrification Program II,,BOA6462,IDB,,,,BOLIVIA,2019,2019-03-28,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,93840.0,,,,,,HENGTONG OPTIC ELECTRIC C,亨通集团股份有限公司,CN,CHINA,1,1,0,
HA-L1078,Private Sector Development through Investment Promotion,,HAA6730,IDB,,,,HAITI,2018,2018-12-11,,EXPORT AND INVESTMENT PROMOTION,"Industry, Trade & Finance",Grant Financing Product,,prism_cons,,,120000.0,,,,,,WAVTEQ LIMITED,沃泰克有限公司,CN,CHINA,1,0,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOA6284,IDB,,,,BOLIVIA,2013,2013-12-11,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,121137.0,,,,,,CHINANAT.ELEC W&CIMP/EXP,中国国电进出口有限公司,CN,CHINA,1,1,0,
PN-L1014,Competitiveness and Trade,,PNA5808,IDB,,,,PANAMA,2013,2013-09-18,,BUSINESS CLIMATE AND COMPETITIVENESS,"Industry, Trade & Finance",Loan Operation,,prism_cons,,,197175.0,,,,,,HONG KONG WORLDTRADE CENTERS ASSOC,香港世界贸易中心协会,CN,CHINA,1,0,0,
BO-L1050,Rural Electrification Program,,BOB0594,IDB,,,,BOLIVIA,2014,2014-06-05,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,214123.0,,,,,,JIANGZU ZHONGTIAN TEC CO,江祖中天科技有限公司,CN,CHINA,1,0,0,
HA-L1078,Private Sector Development through Investment Promotion,,HAA6358,IDB,,,,HAITI,2017,2017-08-09,,EXPORT AND INVESTMENT PROMOTION,"Industry, Trade & Finance",Grant Financing Product,,prism_cons,,,240275.0,,,,,,WAVTEQ LIMITED,沃泰克有限公司,CN,CHINA,1,0,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOA6286,IDB,,,,BOLIVIA,2013,2013-12-11,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,258750.0,,,,,,PEOPLES CABLE GROUP CO LT,人民电缆集团有限公司,CN,CHINA,1,1,0,
JA-X1007,Public Sector Efficiency Program,,JAA3228,IDB,,,,JAMAICA,2016,2016-11-15,,REFORM AND PUBLIC SECTOR SUPPORT,Public Admin & Governance,Investment Grants,,prism_cons,,,263300.0,,,,,,INFOCIVITAS LIMITED,信息有限公司,CN,CHINA,1,0,0,
BO-L1050,Rural Electrification Program,,BOA6348,IDB,,,,BOLIVIA,2014,2014-08-27,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,297306.0,,,,,,TBEA SHANDONG LUNENG TAIS,特变电工山东鲁能泰斯,CN,CHINA,1,1,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOA6340,IDB,,,,BOLIVIA,2014,2014-08-22,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,327455.0,,,,,,PEOPLES CABLE GROUP CO LT,人民电缆集团有限公司,CN,CHINA,1,1,0,
BO-L1117,Rural Electrification Program II,,BOA6461,IDB,,,,BOLIVIA,2019,2019-03-29,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,343689.0,,,,,,HENGTONG OPTIC ELECTRIC C,亨通集团股份有限公司,CN,CHINA,1,1,0,
BO-L1117,Rural Electrification Program II,,BOB0681,IDB,,,,BOLIVIA,2019,2019-05-06,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,350637.0,,,,,,CHINA NAT CABLE ENG. CO.,中国国电布防有限公司,CN,CHINA,1,1,0,
CR-L1049,Power Sector Development Program 2012-2016 (Reventazon Hydroelectric Project),,CRA2562,IDB,,,,COSTA RICA,2014,2014-04-08,,NEW HYDROPOWER PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,411945.0,,,,,,SUMEC COMPLETE EQUIPMENT,苏梅达集团股份有限公司,CN,CHINA,1,1,0,
BO-L1050,Rural Electrification Program,,BOA6282,IDB,,,,BOLIVIA,2013,2013-12-03,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,412903.0,,,,,,CHINA NATIONAL W&C M&X,中国机械进出口集团有限公司,CN,CHINA,1,1,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOB0570,IDB,,,,BOLIVIA,2013,2013-12-03,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,412903.0,,,,,,CHINANAT.ELEC W&CIMP/EXP,中国国电进出口有限公司,CN,CHINA,1,1,0,
HA-L1078,Private Sector Development through Investment Promotion,,HAA6333,IDB,,,,HAITI,2017,2017-03-28,,EXPORT AND INVESTMENT PROMOTION,"Industry, Trade & Finance",Grant Financing Product,,prism_cons,,,492760.0,,,,,,WAVTEQ LIMITED,沃泰克有限公司,CN,CHINA,1,0,0,
HA-L1078,Private Sector Development through Investment Promotion,,HAA6463,IDB,,,,HAITI,2018,2018-03-01,,EXPORT AND INVESTMENT PROMOTION,"Industry, Trade & Finance",Grant Financing Product,,prism_cons,,,500000.0,,,,,,WAVTEQ LIMITED,沃泰克有限公司,CN,CHINA,1,0,0,
BO-L1050,Rural Electrification Program,,BOB0585,IDB,,,,BOLIVIA,2014,2014-03-31,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,Others,prism_goods,,,561173.0,,,,,,CHINA NATIONAL W&C M&X,中国机械进出口集团有限公司,CN,CHINA,1,1,0,
CR-L1009,First Electric Power Sector Development Program 2008-2011,,CRA2242,IDB,,,,COSTA RICA,2010,2010-09-30,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,605000.0,,,,,,CHINT ELECTRIC CO LTD,正泰电气股份有限公司,CN,CHINA,1,0,0,
BO-L1050,Rural Electrification Program,,BOB0602,IDB,,,,BOLIVIA,2014,2014-07-25,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,781602.0,,,,,,SHANDONG POWER EQ CO.LTD,山东省电能环保股份有限公司,CN,CHINA,1,1,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOB0562,IDB,,,,BOLIVIA,2013,2013-09-30,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,792449.0,,,,,,CHINA NATIONAL W&C M&X,中国机械进出口集团有限公司,CN,CHINA,1,1,0,
BO-L1117,Rural Electrification Program II,,BOA6459,IDB,,,,BOLIVIA,2019,2019-01-30,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,819168.0,,,,,,ZTT INTERNATIONAL LIMITED,中天国际有限公司,CN,CHINA,1,0,0,
BO-L1050,Rural Electrification Program,,BOB0564,IDB,,,,BOLIVIA,2013,2013-10-08,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,1051200.0,,,,,,CHINA NATIONAL W&C M&X,中国机械进出口集团有限公司,CN,CHINA,1,1,0,
PR-L1058,Support for the Transmission System in Paraguay,,PRA2306,IDB,,,,PARAGUAY,2021,2021-11-01,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,1290300.0,,,,,,NARI TECHNOLOGY CO LTD,科技有限公司,CN,CHINA,1,0,0,
BO-L1050,Rural Electrification Program,,BOB0563,IDB,,,,BOLIVIA,2013,2013-10-08,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,1995000.0,,,,,,CHINA NAT CABLE ENG. CO.,中国国电布防有限公司,CN,CHINA,1,1,0,
BO-L1117,Rural Electrification Program II,,BOA6460,IDB,,,,BOLIVIA,2019,2019-02-22,,RURAL ELECTRIFICATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,2239131.0,,,,,,CHINA NAT CABLE ENG. CO.,中国国电布防有限公司,CN,CHINA,1,1,0,
EC-L1117,Support to the transmission program in Ecuador,,ECA7810,IDB,,,,ECUADOR,2020,2020-12-10,,ENERGY INTEGRATION,Infrastructure & Energy,Loan Operation,,prism_cons,,,2600459.0,,,,,,CHANGJIANG INSTITUTE OF SURVEY PLANNIG DESING AND RESEARCH,长江勘测规划设计研究有限公司,CN,CHINA,1,0,0,
VE-L1017,Support to the Action Social Center of Music Program. Phase II,,VEB0590,IDB,,,,VENEZUELA,2011,2011-05-06,,SOCIAL INVESTMENT,"Industry, Trade & Finance",Loan Operation,National Competive Bidding,prism_goods,,,2733280.0,,,,,,TAIXING FENGLING MUSICAL,泰兴凤玲音乐剧,CN,CHINA,1,0,0,
HA-L1019,Rehabilitation of Road Infrastructure for Integration of the Territory,,HAB1204,IDB,,,,HAITI,2013,2013-06-06,,TRANSPORT,Infrastructure & Energy,Grant Financing Product,National Competive Bidding,prism_goods,,,3262839.0,,,,,,HONGYUAN CONSTRUCTION COM,宏远建设有限公司,CN,CHINA,1,1,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOB0568,IDB,,,,BOLIVIA,2013,2013-11-18,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,National Competive Bidding,prism_goods,,,4073509.0,,,,,,TBEA SHANDONG LUNENG TAIS,特变电工山东鲁能泰斯,CN,CHINA,1,1,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOA6189,IDB,,,,BOLIVIA,2013,2013-06-25,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,7880200.0,,,,,,TBEA SHANDONG LUNENG TAIS,特变电工山东鲁能泰斯,CN,CHINA,1,1,0,
CR-L1009,First Electric Power Sector Development Program 2008-2011,,CRA2241,IDB,,,,COSTA RICA,2010,2010-09-30,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,9138680.0,,,,,,CHINT ELECTRIC CO LTD,正泰电气股份有限公司,CN,CHINA,1,0,0,
TT-L1018,WASA Modernization and Wastewater Infrastructure Rehabilitation Program,,TTA1786,IDB,,,,TRINIDAD AND TOBAGO,2019,2019-06-25,,WATER AND SANITATION,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,prism_goods,,,9345157.0,,,,,,SINOHYDRO CORPORATION LTD,中国水电股份有限公司,CN,CHINA,1,1,0,
BO-L1072,Cochabamba - La Paz Transmission Line,,BOA6192,IDB,,,,BOLIVIA,2013,2013-07-31,,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,11098913.0,,,,,,NANJING DAJI STELL TM,南京大吉钢铁有限公司,CN,CHINA,1,0,0,
BR-L1408,Program for the Expansion and Improvement of Specialized Health Care in the State of Ceará II – PROEXMAES II,,BRB4007,IDB,,,,BRAZIL,2020,2020-03-24,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,Direct Contracting/Selection,prism_goods,,,16100000.0,,,,,,CHINA MEHECO CORPORATION,中国医药对外贸易总公司,CN,CHINA,1,1,0,
CR-L1049,Power Sector Development Program 2012-2016 (Reventazon Hydroelectric Project),,CRA2561,IDB,,,,COSTA RICA,2014,2014-04-08,,NEW HYDROPOWER PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,16446412.0,,,,,,SUMEC COMPLETE EQUIPMENT,苏梅达集团股份有限公司,CN,CHINA,1,1,0,
BR-L1408,Program for the Expansion and Improvement of Specialized Health Care in the State of Ceará II – PROEXMAES II,,BRB4008,IDB,,,,BRAZIL,2020,2020-03-28,,HEALTH SYSTEM STRENGTHENING,Health,Loan Operation,Direct Contracting/Selection,prism_goods,,,18364360.0,,,,,,CHINA MEHECO CORPORATION,中国医药对外贸易总公司,CN,CHINA,1,1,0,
GY-L1040,Water Supply and Sanitation Infrastructure Improvement Program,,GYB0991,IDB,,,,GUYANA,2017,2017-08-31,,WATER SUPPLY URBAN,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,prism_goods,,,19262548.0,,,,,,SINOHYDRO CORPORATION LTD,中国水电股份有限公司,CN,CHINA,1,1,0,
GY-L1041,Power Utility Upgrade Program,,GYA0545,IDB,,,,GUYANA,2019,2019-05-15,,ENERGY SECTOR REHABILITATION AND EFFICIENCY,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,20106854.0,,,,,,CMC-CSEEC CONSORTIUM,中国机械工程-中国成套集团联合体,CN,CHINA,1,1,0,
GY-L1041,Power Utility Upgrade Program,,GYB0949,IDB,,,,GUYANA,2016,2016-12-29,,ENERGY SECTOR REHABILITATION AND EFFICIENCY,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,22343923.0,,,,,,CMC-CSEEC CONSORTIUM,中国机械工程-中国成套集团联合体,CN,CHINA,1,1,0,
HA-L1079,Support for Haiti's Transportation Sector III,,HAB1329,IDB,,,,HAITI,2014,2014-08-11,,MAJOR HIGHWAYS,Infrastructure & Energy,Grant Financing Product,International Competitive Bidding,prism_goods,,,28395815.0,,,,,,HONGYUAN CONSTRUCTION COM,宏远建设有限公司,CN,CHINA,1,1,0,
EC-L1117,Support to the transmission program in Ecuador,,ECA2766,IDB,,,,ECUADOR,2016,2016-11-29,,ENERGY INTEGRATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,32418068.0,,,,,,CHINA MACHINERY ENGINEERI,中国机械工程,CN,CHINA,1,1,0,
EC-L1117,Support to the transmission program in Ecuador,,ECA2768,IDB,,,,ECUADOR,2016,2016-11-24,,ENERGY INTEGRATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,33114890.0,,,,,,XIAN ELECTRIC ENGINEERING,西安电气工程,CN,CHINA,1,0,0,
EC-L1160,Investment Plan to Support the Transition of the Energy Matrix in Ecuador,,ECA2864,IDB,,,,ECUADOR,2017,2017-08-14,,ENERGY SECTOR REHABILITATION AND EFFICIENCY,"Industry, Trade & Finance",Loan Operation,International Competitive Bidding,prism_goods,,,39662921.0,,,,,,XIAN ELECTRIC ENGINEERING,西安电气工程,CN,CHINA,1,0,0,
EC-L1117,Support to the transmission program in Ecuador,,ECA2712,IDB,,,,ECUADOR,2016,2016-05-09,,ENERGY INTEGRATION,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,57225942.0,,,,,,SINOHYDRO CORPORATION LIM,中国水利水电建设有限公司,CN,CHINA,1,1,0,
CO-L1234,Metro of Bogota First Line - First tranch,,COB0796,IDB,,,,COLOMBIA,2019,2019-11-27,,PUBLIC TRANSPORT (BUS / TRAIN / CABLE). INFRASTRUCTURE AND EQUIPMENT,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,70000000.0,,,,,,METRO LINEA 1 S.A.S,第一地铁线公司,CN,CHINA,1,1,0,
BO-L1075,Segment Montero-Yapacaní from the double lane in the road Santa Cruz-Cochabamba,,BOB0644,IDB,,,,BOLIVIA,2016,2016-10-12,,TRANSPORT NETWORKS CONNECTIVITY,Digital Economy & ICT,Loan Operation,National Competive Bidding,prism_goods,,,92463776.0,,,,,,SINOHYDRO CORPORATION LTD,中国水电股份有限公司,CN,CHINA,1,1,0,
TT-L1026,Multi-Phase Wastewater Rehabilitation Program- Phase I,,TTA1775,IDB,,,,TRINIDAD AND TOBAGO,2014,2014-11-17,,SANITATION RURAL AND PERI-URBAN,"Water, Sanitation & Waste",Loan Operation,International Competitive Bidding,prism_goods,,,97645284.0,,,,,,SINOHYDRO CORPORATION LTD,中国水电股份有限公司,CN,CHINA,1,1,0,
VE-L1033,Rehabilitation of Units 1 to 6 of Powerhouse I Simón Bolivar Hydroelectric Plant,,VEB0747,IDB,,,,VENEZUELA,2014,2014-10-14,,NEW HYDROPOWER PROJECTS,Infrastructure & Energy,Loan Operation,International Competitive Bidding,prism_goods,,,474642084.0,,,,,,DONGFANG ELECTRIC,东方电气,CN,CHINA,1,0,0,
BH-L1061,The Bahamas Water Supply and Sanitation Systems Upgrade Program,,BH-L1061-P00050-C01,IDB,,,,BAHAMAS,2025,2025-11-14,,WATER AND SANITATION,"Water, Sanitation & Waste",Loan Operation,Shopping/Request for minimum 3 Quotations,FI,,,412.97,,,,,,Safety Custom,安全定制,CN,CHINA,1,0,0,
