project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,172000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246405,Contract Award,2021/01/01,AR-UFOMC-360942-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P161798,Argentina,2023,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,7798.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00246376,Contract Award,2023/09/04,AR-UCEPO-365654-CS-INDV,Salado Integrated River Basin Management Support Project
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246394,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246338,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246364,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246391,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246390,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246397,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246353,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246392,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246393,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246401,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246402,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,155000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246421,Contract Award,2020/01/01,AR-UFOMC-360947-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246355,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246370,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246383,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,9800000.0,,LOGIA SOLUTION S.R.L.,,,,,Request for Bids,,,,1.0,OP00246407,Contract Award,2023/08/01,AR-SIP-322873-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P161798,Argentina,2023,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,15332.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00246357,Contract Award,2023/08/07,AR-UCEPO-366770-CS-INDV,Salado Integrated River Basin Management Support Project
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246403,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246385,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246387,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246404,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246398,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,162000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00246382,Contract Award,2019/01/01,AR-UFOMC-360940-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P159843,Argentina,2023,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,13000.0,12.0,SANTIAGO EZEQUIEL RAMIREZ,,,,,Individual Consultant Selection,,,,1.0,OP00246226,Contract Award,2022/10/11,AR-UFOMC-380331-CS-INDV,Metropolitan Buenos Aires Urban Transformation Project
P168911,Argentina,2023,World Bank,MDB-financed,IBRD89990,Tertiary Education; Primary Education; Public Administration - Education; Secondary Education,goods,360000.0,,OFICINA DE LAS NACIONES UNIDAS DE SERVICIOS PARA PROYECTOS (UNOPS),,,,,Direct Selection,,,,1.0,OP00246024,Contract Award,2023/08/29,AR-ME-340518-GO-DIR,Improving Inclusion in Secondary and Higher Education
P159843,Argentina,2023,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,234307.0,,FUNDACION METROPOLITANA,,,,,Quality And Cost-Based Selection,,,,1.0,OP00245597,Contract Award,2023/04/12,AR-UFOMC-317275-CS-QCBS,Metropolitan Buenos Aires Urban Transformation Project
P159843,Argentina,2023,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,475400.0,,UNIVERSIDAD NACIONAL DE SAN MARTIN,,,,,Quality And Cost-Based Selection,,,,1.0,OP00245623,Contract Award,2022/07/26,AR-UFOMC-270354-CS-QCBS,Metropolitan Buenos Aires Urban Transformation Project
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245373,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245362,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245364,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245361,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245359,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245080,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245114,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245172,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245182,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245177,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245179,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245093,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245151,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245201,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245105,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245119,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245131,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245191,Contract Award,2017/12/29,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245194,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245085,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245103,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245070,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245145,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245090,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245108,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245092,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245111,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,163000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00245195,Contract Award,2018/01/01,AR-UFOMC-360944-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,DM DEALERS S.R.L.,,,,,Request for Bids,,,,1.0,OP00244931,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
